decimalLatitude,decimalLongitude
49.235061,-122.802577
49.944348,-119.402927
49.240244,-122.810882
49.928097,-119.391372
49.117448,-123.070531
49.942937,-119.409112
49.941245,-119.404705
49.30517,-119.630653
49.94326,-119.404483
49.235026,-122.802924
49.262178,-123.256287
49.133458,-122.578639
49.303703,-123.137558
49.941432,-119.40881
49.486295,-119.61692
49.23094,-122.806192
49.233395,-122.802632
49.230903,-122.807933
49.197693,-122.603291
49.094968,-122.68012
49.243795,-122.919175
49.024444,-122.707222
49.198617,-123.150249
49.232024,-122.807669
49.353464,-119.581661
49.101875,-123.18819
49.94813,-119.405203
49.947743,-119.404847
49.947782,-119.404922
49.318833,-119.712864
49.266968,-122.732569
49.95186,-119.407413
49.96121,-119.409607
49.94432,-119.401115
49.948518,-119.405495
49.94793,-119.405075
49.235444,-122.8016
49.235728,-122.802792
49.258432,-122.739549
49.165716,-122.981498
49.263287,-123.257058
49.087703,-119.588617
49.227364,-123.020698
49.081628,-122.828085
49.216843,-123.204917
49.22705,-123.020836
49.231903,-123.021514
49.953126,-119.398833
49.947567,-119.423746
49.155007,-121.900567
49.058655,-123.025147
49.749513,-123.132714
50.056786,-119.396082
49.244909,-123.046565
49.942777,-119.401758
49.088208,-119.545436
49.060562,-122.479726
49.282196,-122.726584
49.132713,-121.880723
49.274933,-123.065881
49.23369,-122.801758
49.225236,-123.211528
49.204788,-123.185919
49.96367,-120.699013
54.87052,-122.908389
49.129852,-121.923246
49.129959,-123.210132
49.232027,-122.807703
49.127996,-123.200059
49.946925,-119.404805
49.777857,-119.608934
49.220138,-121.784591
49.269017,-123.225563
49.221782,-123.164848
49.46584,-119.610095
49.282079,-122.93633
49.084351,-122.832385
50.230392,-119.341311
50.599469,-120.037261
49.132319,-122.624686
49.056631,-122.457067
49.829762,-119.621863
50.53505,-115.984375
49.022657,-119.23505
49.269295,-123.258308
50.307553,-119.26766
49.961487,-119.410668
49.91979,-119.483177
49.256031,-123.199765
49.195567,-123.200445
50.246881,-120.237854
49.397344,-123.462869
54.837801,-128.78415
49.286818,-123.038952
49.962744,-119.412311
49.238054,-122.897353
49.236821,-122.896666
49.946462,-119.397577
49.238684,-122.897105
50.365424,-120.406932
50.122686,-122.956764
49.269673,-123.237077
49.058936,-123.160159
49.101553,-122.881274
49.232775,-122.805251
50.294795,-119.269241
49.265319,-123.255883
50.293129,-119.275618
49.264089,-123.256916
49.294853,-122.698851
50.206238,-119.359999
50.114942,-122.941493
49.052097,-122.741391
49.224136,-123.168573
54.837801,-128.78415
49.254375,-123.230375
53.87605,-123.398317
49.947169,-119.421242
49.032766,-122.689547
49.295722,-123.145355
49.186421,-123.145963
49.318938,-122.983304
49.179481,-119.757542
49.258183,-123.218947
49.13598,-122.988748
49.401502,-123.442963
50.726678,-120.536628
49.212459,-123.047733
49.221559,-123.213913
49.262992,-123.25602
49.192691,-123.148835
49.542174,-119.629439
49.689828,-123.142822
49.198674,-122.183069
54.094604,-122.5591
49.024444,-122.707222
49.38873,-123.491026
49.061956,-123.016786
49.223993,-123.112773
49.398454,-123.473889
49.216843,-123.204917
49.308582,-123.153376
49.206508,-123.19203
49.023281,-122.65477
49.142606,-122.874367
49.481472,-120.494038
49.059756,-123.072886
49.152162,-122.542477
49.216843,-123.204917
49.234977,-122.8073
49.191347,-122.849012
49.189845,-123.179795
49.490391,-119.627297
49.223335,-123.219211
49.31297,-122.630422
49.282729,-123.120737
49.025398,-123.055655
49.243242,-122.790851
49.43872,-123.710075
49.175,-122.762778
49.162945,-123.197323
49.312658,-117.642003
49.158115,-123.195613
49.242083,-122.903725
49.03704,-122.694387
49.093479,-119.520053
49.206676,-123.168877
49.2072,-122.731961
49.942137,-119.408003
49.457776,-119.598771
49.898762,-119.469891
49.03,-119.656578
49.162517,-123.196487
49.942466,-119.415855
49.459069,-123.703037
49.258633,-123.216348
49.94295,-119.409037
49.235186,-122.801572
50.46656,-120.261305
49.23517,-122.806712
49.873538,-119.435003
49.231548,-122.249671
54.108665,-122.976527
49.234312,-122.81135
49.300229,-123.144252
54.704318,-127.148705
49.142844,-122.785885
49.295956,-123.145767
49.153916,-119.444923
49.184514,-123.149522
49.263365,-122.809055
50.340528,-122.726893
49.157291,-122.508574
49.085312,-122.831153
49.27316,-123.027416
49.845239,-119.372099
49.858228,-119.558425
49.93943,-119.403888
49.273259,-123.026981
49.93918,-119.403303
49.15244,-122.575089
49.23977,-122.883172
49.074657,-123.045499
54.842681,-127.185195
49.942362,-119.408593
49.94816,-119.405073
49.907387,-119.473695
49.150872,-123.195956
49.236304,-121.950578
49.234991,-122.810712
49.514411,-123.912363
49.146375,-122.781044
49.233653,-122.803247
49.231826,-122.810061
49.302464,-123.00764
49.055912,-122.458051
49.138197,-122.792597
49.956031,-119.408598
49.342569,-121.267206
49.014729,-122.463074
49.162225,-123.19638
49.953046,-119.398666
49.263808,-123.255287
49.050567,-122.796583
49.260042,-123.256128
49.959473,-119.40914
49.168764,-123.194225
49.945908,-119.403617
49.284348,-122.730019
49.064197,-122.845695
49.9608,-119.4099
49.960417,-119.410365
49.255917,-123.237267
49.240804,-122.896608
49.953713,-119.399624
49.218362,-122.908091
49.486206,-119.616057
54.091042,-124.113908
49.483687,-119.611202
49.143453,-122.721043
51.520122,-120.172287
49.018038,-123.081825
49.146136,-121.895879
49.459232,-119.735485
49.256613,-122.660541
49.911286,-119.486136
54.102278,-124.732544
49.241145,-122.95897
49.241695,-122.8035
49.145797,-123.19685
49.124111,-122.700401
50.515165,-120.319089
49.111122,-120.844528
49.197731,-123.151345
49.268899,-121.939829
49.169443,-122.06975
49.241783,-123.112621
50.61824,-120.858513
49.968682,-120.708669
50.20927,-119.230232
50.535867,-120.316008
49.944561,-119.399292
54.501921,-128.621943
50.625843,-120.854669
49.927603,-119.396582
49.258576,-123.252078
49.220212,-123.213275
49.953051,-119.398812
50.61636,-120.856591
49.23894,-123.13325
49.957244,-119.403451
49.152317,-122.6037
49.216963,-122.564544
49.104247,-122.614533
54.448555,-128.486713
49.983249,-119.109822
49.218758,-123.212625
49.145526,-122.76569
49.301904,-123.141763
49.205205,-123.155519
49.220395,-122.905403
49.356791,-122.781964
50.217128,-119.228762
49.99177,-120.673679
49.179518,-123.181515
50.110828,-122.940401
50.140087,-119.495644
49.4806,-120.4941
50.140057,-119.500427
50.72042,-121.264465
49.281938,-122.937115
51.208598,-123.187641
50.112785,-122.965183
49.216647,-122.8993
49.261347,-123.256379
50.092067,-119.193828
49.040441,-119.55924
49.640075,-124.00719
50.586918,-120.291434
49.163476,-116.611911
49.844075,-119.472942
49.933931,-119.412122
49.091783,-119.520103
49.017549,-117.271225
49.017823,-122.735924
49.113296,-120.856024
49.296795,-119.520859
49.042052,-119.55673
49.297015,-119.519488
49.297161,-119.519707
49.143811,-122.524784
49.490391,-119.627297
49.293095,-122.702604
49.51189,-119.646471
49.217276,-123.165577
49.353361,-122.747147
49.299477,-122.917723
49.195101,-123.068547
49.240386,-122.701808
49.211087,-122.910988
53.914176,-122.818515
49.294676,-122.600395
49.380552,-122.623011
49.227861,-122.789809
49.367757,-122.6305
49.209574,-122.749454
49.253331,-122.64553
49.304498,-123.006734
49.906815,-119.463464
49.301291,-122.733866
49.500359,-123.84676
49.086445,-123.010056
49.201189,-123.149093
49.076558,-122.67218
50.181165,-119.342605
49.188837,-123.145947
49.298848,-122.915547
51.589269,-120.784679
55.429586,-123.028768
49.267519,-123.252698
49.174297,-123.200512
49.251261,-123.246075
49.538749,-123.815143
49.263426,-122.737181
49.207173,-123.179922
49.841409,-119.388585
50.162313,-120.663833
49.956009,-119.409294
50.59764,-120.438327
50.422123,-123.060681
49.222359,-123.108728
49.294433,-119.611371
49.168277,-122.762177
49.273198,-123.254167
49.323741,-117.659334
49.943165,-119.40566
49.942185,-119.401632
51.492779,-120.662216
49.863992,-119.460139
51.492779,-120.662216
49.155985,-122.618538
49.263509,-122.735129
49.906175,-119.467105
49.278469,-122.626115
50.558453,-116.063689
50.561311,-116.057786
50.802505,-116.278138
49.27898,-122.635889
50.550878,-115.996042
49.241543,-122.641766
49.292827,-122.633542
49.278237,-122.626879
49.946588,-119.382558
49.940648,-119.408887
49.007267,-119.67305
49.941053,-119.410275
49.939394,-119.409242
50.669486,-120.41441
49.942595,-119.40767
49.942595,-119.40767
49.942692,-119.405368
49.207474,-123.200075
50.742219,-115.92064
58.843171,-125.05457
49.235864,-122.749259
49.949051,-119.405067
49.242031,-122.944112
49.138205,-122.1995
51.426674,-121.082995
49.245192,-123.231788
49.178421,-122.830689
50.249803,-121.510972
53.3997444,-121.5177615
59.5996853,-133.4349521
59.5996853,-133.4349521
49.944017,-119.412438
49.211483,-123.203898
51.493158,-120.663512
51.492978,-120.663799
49.283237,-122.747422
50.722241,-120.494251
55.825623,-120.350138
49.27625,-122.778603
49.22261,-123.011002
49.073146,-120.803823
49.264248,-123.249865
54.013,-124.064
56.072711,-120.038231
49.728356,-123.120376
49.21736,-123.165558
49.318747,-122.920887
49.317969,-122.897628
49.277492,-122.92369
49.154345,-122.485511
50.586641,-116.037358
49.220735,-123.189563
49.602389,-117.123401
50.476345,-119.525391
49.368988,-119.625537
50.908524,-116.03331
50.908533,-116.033317
50.820379,-116.011532
49.280082,-122.709717
49.580182,-117.233532
49.94474,-119.40131
49.398868,-123.212713
49.281993,-122.834898
49.241228,-122.792748
49.24306,-122.790577
49.232075,-122.809779
49.242659,-122.792083
49.229017,-122.795891
49.306338,-123.000824
49.304898,-123.007839
49.238022,-122.79599
49.284187,-122.727155
49.215492,-123.16738
49.254137,-123.060638
49.274931,-122.939828
49.265717,-122.73635
49.217586,-123.171947
51.023,-121.544142
49.2109,-123.034617
49.482947,-123.780823
49.162489,-123.201923
49.280077,-122.711248
49.315709,-122.914664
50.507169,-122.173135
49.737778,-123.101112
54.442987,-122.655959
49.168405,-123.195608
49.730003,-123.124536
49.167833,-123.194869
49.2,-119.65
52.3333,-121.417
49.2,-119.65
49.2,-119.65
52.1167,-121.933
49.2,-119.65
49.2,-119.65
49.2,-119.65
49.2,-119.65
49.2,-119.65
52.1333,-122.15
52.4,-125.133
49.2,-119.65
52.3,-125.967
49.0833,-116.55
49.2,-119.65
49.2,-119.65
49.2,-119.65
49.2167,-119.933
49.168468,-123.196067
49.167714,-123.195097
49.059106,-123.021646
49.168296,-123.194896
49.219955,-123.212
49.167364,-123.19483
49.168275,-123.195243
49.692175,-123.162832
49.167899,-123.194648
49.8427,-123.156442
49.216831,-123.20786
49.167412,-123.194557
49.16845,-123.194486
49.167769,-123.194607
49.168412,-123.194566
49.202763,-123.169819
49.263783,-123.248887
49.279722,-122.949969
49.210465,-123.189977
49.303549,-123.007565
50.976937,-115.95921
49.218068,-123.171093
50.799167,-120.457778
50.65,-121.583333
50.628094,-119.123454
50.118519,-122.979357
50.092049,-123.003373
50.700387,-119.280052
50.322016,-122.805055
49.289881,-119.530515
52.338611,-124.045
49.380215,-121.444335
49.089976,-123.081948
49.160833,-123.090833
49.160833,-123.090833
53.806718,-126.042614
54.616667,-126.9
53.806718,-126.042614
54.616667,-126.9
50.233333,-119.35
54.616667,-126.9
54.616667,-126.9
54.694951,-127.04759
54.694951,-127.04759
54.616667,-126.9
54.694951,-127.04759
54.616667,-126.9
54.616667,-126.9
50.799167,-120.457778
50.674522,-120.327267
49.476405,-117.405399
49.587768,-117.246866
49.610087,-117.131081
49.215207,-123.16516
51.1,-122.6
50.983333,-118.2
50.983333,-118.2
50.266667,-119.266667
50.266667,-119.266667
50.233333,-119.35
53.0497348,-122.1677703
49.538055,-118.406389
49.6164681,-116.9841371
49.6164681,-116.9841371
53.0497348,-122.1677703
53.0497348,-122.1677703
53.0497348,-122.1677703
53.0497348,-122.1677703
52.466397,-125.3178416
50.933333,-124.866667
51.9496992,-124.8344135
52.466397,-125.3178416
51.9496992,-124.8344135
52.466397,-125.3178416
52.466397,-125.3178416
51.9496992,-124.8344135
52.466397,-125.3178416
51.9496992,-124.8344135
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
51.9663986,-124.9011158
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
51.9496992,-124.8344135
51.9663986,-124.9011158
51.9663986,-124.9011158
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
52.466397,-125.3178416
53.0497348,-122.1677703
53.0497348,-122.1677703
53.4164408,-121.8843727
53.4164408,-121.8843727
53.0497348,-122.1677703
53.4164408,-121.8843727
53.0497348,-122.1677703
53.0497348,-122.1677703
53.0497348,-122.1677703
53.2664459,-121.2677504
53.1830488,-120.9177378
53.219219,-121.261965
53.0682383,-121.8454616
53.0682383,-121.8454616
53.4164408,-121.8843727
53.2330444,-121.3843529
53.2664459,-121.2677504
53.237644,-121.4281543
53.2330444,-121.3843529
53.1164381,-121.9010645
53.2664459,-121.2677504
53.1830488,-120.9177378
53.2664459,-121.2677504
53.2664459,-121.2677504
60.0,-132.0
49.300701,-123.134331
52.1414288,-122.1427443
50.0833,-115.5667
50.0833,-115.5667
50.0833,-115.5667
50.0833,-115.5667
50.0833,-115.5667
50.0833,-115.5667
52.888415,-118.473786
