gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3384476719																										95593816										http://creativecommons.org/licenses/by-nc/4.0/			2021-09-21T07:27:18Z			https://www.inaturalist.org/observations/95593816					Ann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/95593816	95593816		Ann																																	2021-09-20T23:02:07Z	23:02:07Z						2021-09-20 16:02:07																CA	British Columbia				Vancouver, BC V6N 1G2, Canada												49.224136	-123.1685729722	EPSG:4326																																			208434301				Ann		2021-09-20T23:04:22Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3344083024																										92474921										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-26T03:01:50Z			https://www.inaturalist.org/observations/92474921					manlys												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/92474921	92474921		manlys						adult																SL01											2021-08-16T13:00:00-07:00	13:00:00-07:00						2021/08/16 1:00 PM PDT																CA	British Columbia				Rosswood House												54.837801312	-128.7841497709	EPSG:4326	247																																		202067125				manlys		2021-08-25T15:51:42Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3343983197																										92161625										http://creativecommons.org/licenses/by-nc/4.0/			2021-09-08T15:57:03Z			https://www.inaturalist.org/observations/92161625					creaturecard												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/92161625	92161625		creaturecard																						Coyote seen at night at the edge of the regional park											2018-11-08T19:06:14-08:00	19:06:14-08:00						Thu Nov 08 2018 19:06:14 GMT-0800 (PST)																CA	British Columbia				Pacific Spirit Regional Park, Vancouver, BC, CA												49.2543749296	-123.2303749368	EPSG:4326	26																																		201369379				creaturecard		2021-08-22T21:08:14Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3343922250																										92175251										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-22T23:44:43Z			https://www.inaturalist.org/observations/92175251					lmbradford												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/92175251	92175251		lmbradford																																	2021-08-22T16:11:40-07:00	16:11:40-07:00						Sun Aug 22 2021 16:11:40 GMT-0700 (PDT)																CA	British Columbia				Highway 16th W, Prince George, BC, CA												53.87605	-123.3983166667	EPSG:4326	3																																		201397082				lmbradford		2021-08-22T23:12:58Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3338158368																										91764338										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-22T23:49:34Z			https://www.inaturalist.org/observations/91764338					chris_charlesworth												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/91764338	91764338		chris_charlesworth																																	2021-08-16T13:33:00-07:00	13:33:00-07:00						2021/08/16 1:33 PM PDT																CA	British Columbia				McKinley, Kelowna, BC, Canada												49.9471685445	-119.4212416993	EPSG:4326	331																																		200559259				chris_charlesworth		2021-08-19T17:55:33Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3335490342																										89824417										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-03T20:49:42Z			https://www.inaturalist.org/observations/89824417					Steven Esau												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/89824417	89824417		Steven Esau																																	2021-08-02T21:29:09-07:00	21:29:09-07:00						Mon Aug 02 2021 21:29:09 GMT-0700 (PDT)																CA	British Columbia				Hazelmere, Surrey, BC, CA												49.0327658117	-122.6895468854	EPSG:4326	65																																		196577345				Steven Esau		2021-08-03T20:37:56Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3335138643																										89160678										http://creativecommons.org/licenses/by-nc/4.0/			2022-10-28T00:37:43Z			https://www.inaturalist.org/observations/89160678					Burt Lentil												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/89160678	89160678		Burt Lentil																																	2021-04-03T17:07:22-07:00	17:07:22-07:00						Sat Apr 03 2021 17:07:22 GMT-0700 (PDT)																CA	British Columbia				Stanley Park, Vancouver, BC, CA												49.2957216667	-123.1453555	EPSG:4326	16																																		195265221				Burt Lentil		2021-07-30T06:20:44Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3335083274																										89742481										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-03T06:59:11Z			https://www.inaturalist.org/observations/89742481					Norm Conrad												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/89742481	89742481		Norm Conrad																																	2021-07-29T14:14:00-07:00	14:14:00-07:00						2021/07/29 2:14 PM PDT																CA	British Columbia				Richmond, BC, Canada												49.1864206511	-123.1459625233	EPSG:4326	8																																		196414739				Norm Conrad		2021-08-03T04:35:50Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3335063847																										89352622										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-31T22:43:08Z			https://www.inaturalist.org/observations/89352622					birder44												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/89352622	89352622		birder44																																	2021-07-31T08:59:20-07:00	08:59:20-07:00						Sat Jul 31 2021 08:59:20 GMT-0700 (PDT)																CA	British Columbia				Northlands Golf Course, North Vancouver, BC, CA												49.3189377936	-122.9833040011	EPSG:4326	1446																																		195671698				birder44		2021-07-31T17:49:25Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3333323474																										89057235										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-17T00:23:30Z			https://www.inaturalist.org/observations/89057235					susiemc78												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/89057235	89057235		susiemc78																						Coyote pups at play											2021-07-29T05:30:00-07:00	05:30:00-07:00						2021/07/29 5:30 AM PDT																CA	British Columbia				Cawston, BC V0X, Canada												49.1794814	-119.7575417	EPSG:4326	2984																																		195039739				susiemc78		2021-07-29T13:42:55Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3333084929																										88453735										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-25T13:59:51Z			https://www.inaturalist.org/observations/88453735					osablanca												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/88453735	88453735		osablanca																																	2021-07-24T14:20:34Z	14:20:34Z						2021-07-24 07:20:34																CA	British Columbia				Vancouver, BC V6N 2C4, Canada												49.2581833333	-123.2189472222	EPSG:4326																																			193817334				osablanca		2021-07-24T21:41:06Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3330565371																										87945875										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-21T14:15:10Z			https://www.inaturalist.org/observations/87945875					Bridget Spencer												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/87945875	87945875		Bridget Spencer																						This observation was made under a permit from Metro Vancouver Regional Parks. The Burns Bog Ecological Conservancy Area is not open to the public.											2021-07-01							2021/07/01																CA	British Columbia				Delta, BC, Canada												49.1359800245	-122.9887480763	EPSG:4326	300																																		192853802				Bridget Spencer		2021-07-21T03:07:10Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3330419585																										87064013										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-20T17:02:44Z			https://www.inaturalist.org/observations/87064013					Alex												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/87064013	87064013		Alex																																	2021-07-10T12:49:00-07:00	12:49:00-07:00						2021/07/10 12:49 PM PDT																CA	British Columbia				Sunshine Coast Regional District, BC, Canada												49.4015022467	-123.4429629851	EPSG:4326	59																																		191123189				Alex		2021-07-14T23:59:14Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3328098429																										86950314										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-14T15:01:11Z			https://www.inaturalist.org/observations/86950314					jb_from_bc												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/86950314	86950314		jb_from_bc																																	2021-07-13T17:51:45-07:00	17:51:45-07:00						Tue Jul 13 2021 17:51:45 GMT-0700 (PDT)																CA	British Columbia				Batchelor Heights, Savona, BC, CA												50.7266783333	-120.5366283333	EPSG:4326	5																																		190909881				jb_from_bc		2021-07-14T05:24:00Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3327993788																										86372113										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-13T14:30:44Z			https://www.inaturalist.org/observations/86372113					sbvan												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/86372113	86372113		sbvan																																	2021-07-09T20:57:26-07:00	20:57:26-07:00						2021-07-09 20:57:26																CA	British Columbia				Fraserview Golf Course												49.2124591364	-123.0477333069	EPSG:4326	295																																		189779964				sbvan		2021-07-10T06:05:58Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3327980769																										86336168										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-28T17:39:30Z			https://www.inaturalist.org/observations/86336168					Isaac Eckert												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/86336168	86336168		Isaac Eckert																																	2021-07-09T11:54:00-07:00	11:54:00-07:00						2021/07/09 11:54 AM PDT																CA	British Columbia				Richmond, BC, Canada												49.2215591532	-123.2139132568	EPSG:4326	366																																		189701769				Isaac Eckert		2021-07-09T22:37:20Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3327823331																										86849144										http://creativecommons.org/licenses/by-nc/4.0/			2021-08-10T03:42:18Z			https://www.inaturalist.org/observations/86849144					Yulia Shcherbakova												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/86849144	86849144		Yulia Shcherbakova																																	2021-07-12T21:59:12-07:00	21:59:12-07:00						Mon Jul 12 2021 21:59:12 GMT-0700 (PDT)																CA	British Columbia				The University of British Columbia, Greater Vancouver, BC, CA												49.2629916667	-123.25602	EPSG:4326	3																																		190705501				Yulia Shcherbakova		2021-07-13T13:39:24Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3325931303																										85975048										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-13T14:25:23Z			https://www.inaturalist.org/observations/85975048					Norm Conrad												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/85975048	85975048		Norm Conrad																																	2021-07-06T13:13:00-07:00	13:13:00-07:00						2021/07/06 1:13 PM PDT																CA	British Columbia				Richmond, BC, Canada												49.1926905655	-123.1488353003	EPSG:4326	61																																		188950874				Norm Conrad		2021-07-06T23:35:28Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3325862303																										85981896										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-13T14:25:24Z			https://www.inaturalist.org/observations/85981896					stjayaaa												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/85981896	85981896		stjayaaa																																	2021-07-06T10:03:45-07:00	10:03:45-07:00						Tue Jul 06 2021 10:03:45 GMT-0700 (PDT)																CA	British Columbia				Highway 97, Okanagan-Similkameen, BC, CA												49.5421743221	-119.6294387959	EPSG:4326	87																																		188964230				stjayaaa		2021-07-07T00:44:08Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3325714105																										85809679										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-19T23:34:36Z			https://www.inaturalist.org/observations/85809679					alijoyg												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/85809679	85809679		alijoyg						juvenile																											2021-06-25T20:56:23-07:00	20:56:23-07:00						Fri Jun 25 2021 20:56:23 GMT-0700 (PDT)																CA	British Columbia				Mac Blo Logging Rd, Garibaldi Highlands, BC, CA												49.6898283333	-123.1428221667	EPSG:4326	96																																		188722773				C Hewitt		2021-07-06T02:52:54Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3321137139																										84883215										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-28T19:40:12Z			https://www.inaturalist.org/observations/84883215					em0199												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26582m at the request of the observer			https://www.inaturalist.org/observations/84883215	84883215		em0199																																	2021-06-10T17:51:17-07:00	17:51:17-07:00						Thu Jun 10 2021 17:51:17 GMT-0700 (PDT)																CA	British Columbia				British Columbia, CA												49.1986743493	-122.1830692496	EPSG:4326	26582																																		186806318				em0199		2021-06-28T19:06:29Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3320935755																										84500369										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-28T00:11:29Z			https://www.inaturalist.org/observations/84500369					kfacca												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/84500369	84500369		kfacca																																	2021-06-25T08:24:34-07:00	08:24:34-07:00						Fri Jun 25 2021 08:24:34 GMT-0700 (PDT)																CA	British Columbia				Salmon Valley Rd, Prince George, BC, CA												54.0946040654	-122.5590997222	EPSG:4326	165																																		186085711				kfacca		2021-06-26T02:02:01Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3314516052																										83878120										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-21T15:15:38Z			https://www.inaturalist.org/observations/83878120					Else Mikkelsen												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83878120	83878120		Else Mikkelsen	https://orcid.org/0000-0002-9734-0233																																2021-06-15T13:46:50-07:00	13:46:50-07:00						Tue Jun 15 2021 13:46:50 GMT-0700 (PDT)																CA	British Columbia				Keats Island, Gambier Island, BC, CA												49.3887297751	-123.4910257563	EPSG:4326	6																																		184828376				Else Mikkelsen	https://orcid.org/0000-0002-9734-0233	2021-06-21T01:16:57Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3314382104																										83904596										http://creativecommons.org/publicdomain/zero/1.0/			2021-06-22T15:59:00Z			https://www.inaturalist.org/observations/83904596					Steven Smethurst												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83904596	83904596		Steven Smethurst						adult																											2021-06-20T17:09:00-07:00	17:09:00-07:00						2021/06/20 5:09 PM PDT																CA	British Columbia				Delta, BC, Canada												49.0619563889	-123.0167858333	EPSG:4326																																			184886312				Steven Smethurst		2021-06-21T06:51:26Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3314358770																										83602747										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-21T00:19:38Z			https://www.inaturalist.org/observations/83602747					sbvan												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83602747	83602747		sbvan																																	2021-06-18T19:35:00-07:00	19:35:00-07:00						2021-06-18 19:35:00																CA	British Columbia				Langara Golf Course												49.2239934146	-123.1127731875	EPSG:4326	178																																		184334530				sbvan		2021-06-19T07:06:24Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3314182033																										83877848										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-21T04:41:30Z			https://www.inaturalist.org/observations/83877848					Else Mikkelsen												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83877848	83877848		Else Mikkelsen	https://orcid.org/0000-0002-9734-0233																																2021-06-15T15:52:11-07:00	15:52:11-07:00						Tue Jun 15 2021 15:52:11 GMT-0700 (PDT)																CA	British Columbia				Sunshine Coast, CA-BC, CA												49.398454162	-123.4738892577	EPSG:4326	7																																		184827882				Else Mikkelsen	https://orcid.org/0000-0002-9734-0233	2021-06-21T01:15:00Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3307330283																										83362745										http://creativecommons.org/licenses/by-nc/4.0/			2022-05-29T18:42:47Z			https://www.inaturalist.org/observations/83362745					Terry Carr												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83362745	83362745		Terry Carr																																	2021-06-16T09:41:00-07:00	09:41:00-07:00						2021/06/16 9:41 AM PDT																CA	British Columbia				900 Ferguson Rd, Richmond, BC V7B 1W7, Canada												49.216843	-123.204917	EPSG:4326	185																																		183862269				Terry Carr		2021-06-17T08:21:41Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3307288354																										83455636										http://creativecommons.org/licenses/by-nc/4.0/			2022-10-28T00:37:28Z			https://www.inaturalist.org/observations/83455636					Norm Conrad												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83455636	83455636		Norm Conrad																																	2021-06-17T14:36:00-07:00	14:36:00-07:00						2021/06/17 2:36 PM PDT																CA	British Columbia				Central Vancouver, Vancouver, BC, Canada												49.3085823154	-123.1533757042	EPSG:4326	31																																		184037588				Norm Conrad		2021-06-18T00:59:37Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302552309																										80799006										http://creativecommons.org/licenses/by-nc/4.0/			2021-05-31T20:33:10Z			https://www.inaturalist.org/observations/80799006					jmclatchie												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/80799006	80799006		jmclatchie																						I was on my bike, riding at about 20km/hr. I followed it for 500m in the fields before it paused for the photo.											2021-05-29T12:53:31-07:00	12:53:31-07:00						Sat May 29 2021 12:53:31 GMT-0700 (PDT)																CA	British Columbia				Vancouver International Airport, Richmond, BC, CA												49.2065083333	-123.19203	EPSG:4326	6																																		178845402				jmclatchie		2021-05-29T22:16:53Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302279583																										82071745										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-14T05:10:39Z			https://www.inaturalist.org/observations/82071745					jennysko												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/82071745	82071745		jennysko																																	2021-06-07T13:18:20-07:00	13:18:20-07:00						Mon Jun 07 2021 13:18:20 GMT-0700 (PDT)																CA	British Columbia				Serpentine Dog-Off-Leash Park, Surrey, BC, CA												49.1426055	-122.87436667	EPSG:4326	16																																		181335177				jennysko		2021-06-07T20:20:07Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302269393																										80833725										http://creativecommons.org/licenses/by/4.0/			2021-08-10T03:50:22Z			https://www.inaturalist.org/observations/80833725					Darren Kirby												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/80833725	80833725		Darren Kirby																																	2021-05-29T13:26:00-07:00	13:26:00-07:00						2021/05/29 1:26 PM PDT																CA	British Columbia				Princeton, BC V0X, Canada												49.4814720025	-120.494038022	EPSG:4326	61																																		178911113				Darren Kirby		2021-05-30T04:08:16Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302268646																										80961335										http://creativecommons.org/licenses/by-nc/4.0/			2021-05-31T20:32:54Z			https://www.inaturalist.org/observations/80961335					coolclovers4												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/80961335	80961335		coolclovers4																																	2021-05-09T19:17:47Z	19:17:47Z						2021-05-09 12:17:47																CA	British Columbia				Delta, BC V4L, Canada												49.0597555556	-123.0728861111	EPSG:4326																																			179145380				coolclovers4		2021-05-30T23:03:01Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302255963																										81771251										http://creativecommons.org/licenses/by-nc/4.0/			2021-06-06T12:22:35Z			https://www.inaturalist.org/observations/81771251					caltha												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/81771251	81771251		caltha																																	2021-06-05T12:01:00-07:00	12:01:00-07:00						2021/06/05 12:01 PM PDT																CA	British Columbia				Langley Twp, BC, Canada												49.1521621402	-122.542476645	EPSG:4326	15																																		180751351				caltha		2021-06-05T21:39:24Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3302085665																										82347497										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-28T17:48:11Z			https://www.inaturalist.org/observations/82347497					brit-j-carr												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/82347497	82347497		brit-j-carr																																	2021-05-24T03:44:28Z	03:44:28Z						2021-05-23 20:44:28																CA	British Columbia				Richmond, BC V7B 0A8, Canada												49.216842869	-123.2049171254	EPSG:4326	186																																		181883187				brit-j-carr		2021-06-09T21:46:48Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3301860067																										80786445										http://creativecommons.org/licenses/by-nc/4.0/			2021-05-31T20:33:32Z			https://www.inaturalist.org/observations/80786445					zihuadean												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/80786445	80786445		zihuadean																																	2021-05-29T10:39:00-07:00	10:39:00-07:00						2021/05/29 10:39 AM PDT																CA	British Columbia				Coquitlam, BC, Canada												49.2349768888	-122.8073004296	EPSG:4326	595																																		178821769				zihuadean		2021-05-29T20:40:58Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3124720767																										80157535										http://creativecommons.org/licenses/by-nc/4.0/			2021-09-26T23:40:58Z			https://www.inaturalist.org/observations/80157535					Kris												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/80157535	80157535		Kris																						One of two adults I've been following at my local park. Unfortunately this one doesn't look too healthy. Hope their pups are better!											2021-05-22T20:03:00-07:00	20:03:00-07:00						2021/05/22 8:03 PM PDT																CA	British Columbia				Surrey, BC, Canada												49.1913466	-122.8490125	EPSG:4326	12766																																		177512613				Kris		2021-05-24T20:59:06Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3118478367																										79242883										http://creativecommons.org/licenses/by-nc/4.0/			2021-05-31T20:35:11Z			https://www.inaturalist.org/observations/79242883					wheelinbirder												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/79242883	79242883		wheelinbirder																																	2021-05-17T14:04:00-07:00	14:04:00-07:00						2021/05/17 2:04 PM PDT																CA	British Columbia				Sea Island, Richmond, BC, Canada												49.1898452	-123.1797951	EPSG:4326	8195																																		175692147				wheelinbirder		2021-05-18T05:45:10Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3118403020																										79019004										http://creativecommons.org/licenses/by-nc/4.0/			2021-05-16T18:05:14Z			https://www.inaturalist.org/observations/79019004					dickcannings												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/79019004	79019004		dickcannings																																	2021-05-15							2021/05/15																CA	British Columbia				705 Sunglo Dr., Penticton, BC, Canada												49.4903908943	-119.6272971039	EPSG:4326	18																																		175242024				dickcannings		2021-05-16T17:13:31Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3118379483																										79359438										http://creativecommons.org/licenses/by-nc/4.0/			2021-07-28T17:59:43Z			https://www.inaturalist.org/observations/79359438					Cole Gaerber												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/79359438	79359438		Cole Gaerber																						Iona Island North Jetty. Location approx (walked entire jetty). Sand dunes with low cover of Large-headed Sedge and some American Dune Grass.											2021-05-18T14:50:00-07:00	14:50:00-07:00						2021/05/18 2:50 PM PDT																CA	British Columbia				Richmond, BC, Canada												49.2233354382	-123.2192105611	EPSG:4326	15																																		175942635				Cole Gaerber		2021-05-19T04:20:18Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
