gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3873170331																										127509981										http://creativecommons.org/licenses/by-nc/4.0/			2022-11-03T19:41:24Z			https://www.inaturalist.org/observations/127509981					Creature_Librarian												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26582m at the request of the observer			https://www.inaturalist.org/observations/127509981	127509981		Creature_Librarian																																	2022-07-23T07:31:00-07:00	07:31:00-07:00						2022/07/23 7:31 AM																CA	British Columbia				British Columbia, CA												49.0858591177	-122.9432026699	EPSG:4326	26582																																		281683613				Creature_Librarian		2022-07-23T14:40:04Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3873139990																										127857608										http://creativecommons.org/licenses/by-nc/4.0/			2022-11-29T16:01:57Z			https://www.inaturalist.org/observations/127857608					Guerric Haché												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/127857608	127857608		Guerric Haché						adult																											2022-06-05T05:32:36-07:00	05:32:36-07:00						2022-06-05 05:32:36																CA	British Columbia				Vancouver, BC V6G 3E2, Canada												49.30289	-123.129833	EPSG:4326																																			282358859				Guerric Haché		2022-07-25T16:03:09Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3873034102																										126016024										http://creativecommons.org/licenses/by-nc/4.0/			2022-08-09T19:48:38Z			https://www.inaturalist.org/observations/126016024					alexis089												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/126016024	126016024		alexis089																																	2022-07-06T12:21:15-07:00	12:21:15-07:00						2022-07-06 12:21:15-07:00																CA	British Columbia				Pacific Spirit Regional Park, Greater Vancouver, BC, CA												49.2588687576	-123.2280880591	EPSG:4326	836																																		278598252				Caleb Catto		2022-07-13T02:25:11Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3873014952																										125118571										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-07T03:06:48Z			https://www.inaturalist.org/observations/125118571					Jake Batters												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/125118571	125118571		Jake Batters																																	2022-07-06T10:21:22-07:00	10:21:22-07:00						2022-07-06 10:21:22																CA	British Columbia				Central Okanagan, BC, Canada												49.8417956377	-119.260507822	EPSG:4326	1440																																		276805540				Jake Batters		2022-07-07T03:06:04Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3872982908																										124987303										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-08T19:46:13Z			https://www.inaturalist.org/observations/124987303					jofrog												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/124987303	124987303		jofrog																																	2022-07-04T18:53:26-07:00	18:53:26-07:00						2022-07-04 18:53:26-07:00																CA	British Columbia				Highway 3, Okanagan-Similkameen, BC, CA												49.376675	-120.1490166667	EPSG:4326																																			276535562				jofrog		2022-07-06T06:30:28Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860837399																										125030805										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-06T15:39:47Z			https://www.inaturalist.org/observations/125030805					Janelle Bode												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/125030805	125030805		Janelle Bode																																	2022-06-15T06:08:24-07:00	06:08:24-07:00						2022-06-15 06:08:24-07:00																CA	British Columbia				Sherban Crt, Burnaby, BC, CA												49.2688466667	-122.9807133333	EPSG:4326	24																																		276629519				Janelle Bode		2022-07-06T15:03:49Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860798405																										122567407										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-20T00:14:29Z			https://www.inaturalist.org/observations/122567407					dwaynevon												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/122567407	122567407		dwaynevon																																	2022-06-19T12:38:54-07:00	12:38:54-07:00						2022-06-19 12:38:54																CA	British Columbia				Chilliwack, BC V2P 6H5, Canada												49.2134079269	-121.9020897523	EPSG:4326	14984																																		271585908				dwaynevon		2022-06-19T23:13:15Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860760095																										119913233										http://creativecommons.org/licenses/by-nc/4.0/			2022-09-22T20:10:16Z			https://www.inaturalist.org/observations/119913233					jgchoquette												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119913233	119913233		jgchoquette																																	2022-05-28T10:30:00-07:00	10:30:00-07:00						2022/05/28 10:30 AM																CA	British Columbia				Okanagan-Similkameen, BC, Canada												49.4866629038	-119.6220440133	EPSG:4326	349																																		266281757				jgchoquette		2022-06-02T19:29:09Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860688141																										124579885										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-03T16:38:19Z			https://www.inaturalist.org/observations/124579885					Ann Simpson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26196m at the request of the observer			https://www.inaturalist.org/observations/124579885	124579885		Ann Simpson					male	adult																Trailcam photo											2022-06-26T08:51:00-07:00	08:51:00-07:00						2022-06-26 08:51:00																CA	British Columbia				Cariboo, CA-BC, CA												51.4440155589	-120.7597716785	EPSG:4326	26196																																		275703503				Ann Simpson		2022-07-03T16:36:52Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860580419																										119142672										http://creativecommons.org/licenses/by-nc/4.0/			2023-03-22T04:39:41Z			https://www.inaturalist.org/observations/119142672					Sean Vanderluit												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119142672	119142672		Sean Vanderluit																																	2022-05-28T07:29:00-07:00	07:29:00-07:00						2022/05/28 7:29 AM																CA	British Columbia				Richmond, BC, Canada												49.1967787391	-123.1489067964	EPSG:4326	15																																		264737181				Sean Vanderluit		2022-05-28T22:24:28Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860570022																										120913778										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:04Z			https://www.inaturalist.org/observations/120913778					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120913778	120913778		utta gagel																						Frame from wildlife camera video											2022-05-02T22:55:00-07:00	22:55:00-07:00						2022/05/02 10:55 PM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268279063				utta gagel		2022-06-09T04:00:10Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860522975																										120912311										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:17Z			https://www.inaturalist.org/observations/120912311					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120912311	120912311		utta gagel																						Frame from wildlife camera video											2022-02-11T20:10:00-08:00	20:10:00-08:00						2022/02/11 8:10 PM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268275665				utta gagel		2022-06-09T03:39:34Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860497064																										124595291										http://creativecommons.org/licenses/by-nc/4.0/			2022-11-30T18:22:15Z			https://www.inaturalist.org/observations/124595291					B Staffan Lindgren												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/124595291	124595291		B Staffan Lindgren																						M2E65L203-203R385B319											2013-04-19T23:38:00-07:00	23:38:00-07:00						2013/04/19 11:38 PM																CA	British Columbia				Fraser-Fort George, BC, Canada												54.3934376074	-122.6349664247	EPSG:4326	122																																		275730030				B Staffan Lindgren		2022-07-03T18:12:17Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860478642																										119362583										http://creativecommons.org/licenses/by-nc/4.0/			2022-05-30T04:58:24Z			https://www.inaturalist.org/observations/119362583					Justin												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26582m at the request of the observer			https://www.inaturalist.org/observations/119362583	119362583		Justin																						Showed to me by a Northern Harrier!											2022-05-29T19:33:25-07:00	19:33:25-07:00						2022-05-29 19:33:25-07:00																CA	British Columbia				British Columbia, CA												49.1673763856	-121.9413598216	EPSG:4326	26582																																		265143301				Justin		2022-05-30T02:54:17Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860436990																										119660051										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-01T02:55:11Z			https://www.inaturalist.org/observations/119660051					Sean Vanderluit												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119660051	119660051		Sean Vanderluit																																	2022-05-31T06:52:05-07:00	06:52:05-07:00						2022-05-31 06:52:05-07:00																CA	British Columbia				Sea Island, Richmond, BC, CA												49.193905	-123.1475611667	EPSG:4326	54																																		265753314				Sean Vanderluit		2022-05-31T23:19:57Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860412953																										120912070										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:19Z			https://www.inaturalist.org/observations/120912070					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120912070	120912070		utta gagel																						Frame from wildlife camera video											2022-02-03T04:04:00-08:00	04:04:00-08:00						2022/02/03 4:04 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268275113				utta gagel		2022-06-09T03:36:26Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860207231																										119947075										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-04T03:45:47Z			https://www.inaturalist.org/observations/119947075					trianahohn												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119947075	119947075		trianahohn																																	2022-06-02T04:48:07-07:00	04:48:07-07:00						2022-06-02 04:48:07-07:00																CA	British Columbia				Terra Nova Rural Park, Richmond, BC, CA												49.1738336616	-123.1964920796	EPSG:4326	22																																		266350421				trianahohn		2022-06-03T00:02:47Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860205413																										119074661										http://creativecommons.org/licenses/by-nc/4.0/			2022-08-25T01:56:23Z			https://www.inaturalist.org/observations/119074661					smithcreekfrog												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119074661	119074661		smithcreekfrog																																	2006-08-11T01:21:00-07:00	01:21:00-07:00						2006/08/11 1:21 AM																CA	British Columbia				Bulkley-Nechako, BC, Canada												53.9569446813	-124.5240493616	EPSG:4326	8																																		264617971				smithcreekfrog		2022-05-28T15:41:54Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860141434																										121411578										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-12T14:49:37Z			https://www.inaturalist.org/observations/121411578					ginevra20												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121411578	121411578		ginevra20																						McCleery golf course. Seemed quite lethargic.											2022-06-01T17:10:57-07:00	17:10:57-07:00						2022-06-01 17:10:57-07:00																CA	British Columbia				MacDonald St, Vancouver, BC, CA												49.2216716667	-123.167625	EPSG:4326	4																																		269264881				ginevra20		2022-06-12T14:07:32Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860133907																										122099258										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-17T06:24:35Z			https://www.inaturalist.org/observations/122099258					natueharak												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/122099258	122099258		natueharak																																	2022-02-12T12:52:00-08:00	12:52:00-08:00						2022/02/12 12:52 PM																CA	British Columbia				McKinley, Kelowna, BC, Canada												49.9487304034	-119.4060255174	EPSG:4326	122																																		270679344				natueharak		2022-06-17T00:58:55Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860086069																										121051785										http://creativecommons.org/licenses/by-nc/4.0/			2022-08-11T22:55:41Z			https://www.inaturalist.org/observations/121051785					citizen1												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121051785	121051785		citizen1																																	2022-06-02							2022/06/02																CA	British Columbia				Stanley Park, Vancouver, BC, Canada												49.2945236475	-123.1448445143	EPSG:4326	126																																		268576082				citizen1		2022-06-10T04:25:03Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860058851																										124344977										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-07T01:25:14Z			https://www.inaturalist.org/observations/124344977					Bettina Harvey												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/124344977	124344977		Bettina Harvey																																	2022-07-01T17:58:00-07:00	17:58:00-07:00						2022/07/01 5:58 PM																CA	British Columbia				Delta, BC, Canada												49.047257773	-123.0482063087	EPSG:4326	488																																		275246720				Bettina Harvey		2022-07-02T04:40:07Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3860053050																										123303167										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-05T03:46:39Z			https://www.inaturalist.org/observations/123303167					sidalcea												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/123303167	123303167		sidalcea																																	2022-06-22T11:34:28-07:00	11:34:28-07:00						2022-06-22 11:34:28																CA	British Columbia				Osoyoos, BC V0H 1V5, Canada												49.0861426132	-119.5965651423	EPSG:4326	317																																		273119539				sidalcea		2022-06-25T01:31:04Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859844029																										122099244										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-18T21:25:34Z			https://www.inaturalist.org/observations/122099244					natueharak												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/122099244	122099244		natueharak																																	2022-02-12T10:47:00-08:00	10:47:00-08:00						2022/02/12 10:47 AM																CA	British Columbia				McKinley, Kelowna, BC, Canada												49.9599507811	-119.4091874	EPSG:4326	288																																		270679323				natueharak		2022-06-17T00:58:52Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859648986																										122099243										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-17T06:24:32Z			https://www.inaturalist.org/observations/122099243					natueharak												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/122099243	122099243		natueharak																																	2022-02-12T09:40:00-08:00	09:40:00-08:00						2022/02/12 9:40 AM																CA	British Columbia				McKinley, Kelowna, BC, Canada												49.9429681271	-119.4054108497	EPSG:4326	459																																		270679322				natueharak		2022-06-17T00:58:52Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859627048																										119842579										http://creativecommons.org/licenses/by-nc/4.0/			2022-08-25T01:51:54Z			https://www.inaturalist.org/observations/119842579					guylmonty												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119842579	119842579		guylmonty																																	2008-06-08T17:59:00-07:00	17:59:00-07:00						2008/06/08 5:59 PM																CA	British Columbia				Peace River, BC, Canada												55.738823775	-120.2570824901	EPSG:4326	244																																		266138507				guylmonty		2022-06-02T07:57:24Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859563553																										121577481										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-13T13:50:28Z			https://www.inaturalist.org/observations/121577481					cooleoptera												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121577481	121577481		cooleoptera																						Ran across the street, got harassed by crows											2022-06-13T05:59:41-07:00	05:59:41-07:00						2022-06-13 05:59:41																CA	British Columbia				SB Queensbury Ave @ E Keith Rd, North Vancouver, BC V7L 1W3, Canada												49.3129619505	-123.0571002513	EPSG:4326	36																																		269593623				cooleoptera		2022-06-13T13:01:18Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859522969																										120911314										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:23Z			https://www.inaturalist.org/observations/120911314					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120911314	120911314		utta gagel																						frame from a wildlife camera video											2021-08-13T09:26:00-07:00	09:26:00-07:00						2021/08/13 9:26 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268273465				utta gagel		2022-06-09T03:26:25Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859467658																										121691702										http://creativecommons.org/publicdomain/zero/1.0/			2023-01-13T04:32:28Z			https://www.inaturalist.org/observations/121691702					Braden J. Judson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121691702	121691702		Braden J. Judson																																	2022-06-08T21:57:00-07:00	21:57:00-07:00						2022-06-08 21:57:00																CA	British Columbia				70 Mile House, BC V0K 2K2, Canada												51.4140082859	-121.1959807947	EPSG:4326	36																																		269832422				Braden J. Judson		2022-06-14T04:23:36Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859432943																										120912619										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-11T03:44:54Z			https://www.inaturalist.org/observations/120912619					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120912619	120912619		utta gagel																						Frame from wildlife camera video											2022-03-13T10:42:00-07:00	10:42:00-07:00						2022/03/13 10:42 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268276381				utta gagel		2022-06-09T03:43:39Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859194166																										119944809										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-03T00:05:32Z			https://www.inaturalist.org/observations/119944809					mikemcghee												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119944809	119944809		mikemcghee																																	2022-06-02T16:44:54-07:00	16:44:54-07:00						2022-06-02 16:44:54-07:00																CA	British Columbia				Pacific Spirit Regional Park, Greater Vancouver, BC, CA												49.2688440917	-123.2250143153	EPSG:4326	22																																		266346566				mikemcghee		2022-06-02T23:45:10Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859126225																										118911375										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-01T19:02:40Z			https://www.inaturalist.org/observations/118911375					jofrog												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/118911375	118911375		jofrog																																	2022-05-25T20:47:27-07:00	20:47:27-07:00						2022-05-25 20:47:27-07:00																CA	British Columbia				E.C. Manning Provincial Park, Okanagan-Similkameen, BC, CA												49.0625916667	-120.7890333333	EPSG:4326																																			264298630				jofrog		2022-05-27T13:07:22Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3859109258																										118875069										http://creativecommons.org/licenses/by/4.0/			2022-10-28T00:35:18Z			https://www.inaturalist.org/observations/118875069					Kevin Krebs												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/118875069	118875069		Kevin Krebs																																	2020-08-23T07:03:00-07:00	07:03:00-07:00						2020/08/23 7:03 AM																CA	British Columbia				Central Vancouver, Vancouver, BC, Canada												49.2981509007	-123.1367296053	EPSG:4326	74																																		264205945				Kevin Krebs		2022-05-27T03:16:57Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858865447																										125044430										http://creativecommons.org/licenses/by-nc/4.0/			2022-07-06T17:12:16Z			https://www.inaturalist.org/observations/125044430					Derek Wilson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/125044430	125044430		Derek Wilson																						As I took my dog for our morning walk, this adventuresome, juvenile coyote scampered passed.											2022-07-05T07:49:00-07:00	07:49:00-07:00						2022/07/05 7:49 AM																CA	British Columbia				Port Moody, BC, Canada												49.2744632948	-122.8854107913	EPSG:4326	24																																		276657549				Derek Wilson		2022-07-06T16:41:49Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858812906																										120911780										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:22Z			https://www.inaturalist.org/observations/120911780					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120911780	120911780		utta gagel																						Frame from wildlife camera video											2022-02-02T02:09:00-08:00	02:09:00-08:00						2022/02/02 2:09 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268274438				utta gagel		2022-06-09T03:32:04Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858733965																										123151090										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-24T00:51:34Z			https://www.inaturalist.org/observations/123151090					izzykulisek												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/123151090	123151090		izzykulisek																																	2022-06-23T15:58:37-07:00	15:58:37-07:00						2022-06-23 15:58:37-07:00																CA	British Columbia				Batchelor Heights, Kamloops, BC, CA												50.7272103258	-120.5065124855	EPSG:4326	112																																		272803627				izzykulisek		2022-06-23T23:06:18Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858672954																										120913309										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T14:08:14Z			https://www.inaturalist.org/observations/120913309					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120913309	120913309		utta gagel																						frame from wildlife camera video											2022-04-06T05:06:00-07:00	05:06:00-07:00						2022/04/06 5:06 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268277811				utta gagel		2022-06-09T03:52:23Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858598991																										120912717										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-09T03:59:26Z			https://www.inaturalist.org/observations/120912717					utta gagel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/120912717	120912717		utta gagel																						Frame from wildlife camera video											2022-03-13T10:43:00-07:00	10:43:00-07:00						2022/03/13 10:43 AM																CA	British Columbia				Burnaby, BC, Canada												49.2387332086	-122.8973811155	EPSG:4326	31																																		268276633				utta gagel		2022-06-09T03:45:26Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858557695																										121794836										http://creativecommons.org/licenses/by-nc/4.0/			2022-06-20T07:50:11Z			https://www.inaturalist.org/observations/121794836					Sean Vanderluit												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121794836	121794836		Sean Vanderluit																																	2022-06-14T12:43:00-07:00	12:43:00-07:00						2022/06/14 12:43 PM																CA	British Columbia				Richmond, BC, Canada												49.1539880188	-123.1983154682	EPSG:4326	15																																		270049076				Sean Vanderluit		2022-06-14T21:53:59Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
3858536678																										119367907										http://creativecommons.org/licenses/by-nc/4.0/			2022-05-30T14:24:48Z			https://www.inaturalist.org/observations/119367907					Catherine												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/119367907	119367907		Catherine																																	2022-05-28T09:21:00-07:00	09:21:00-07:00						2022/05/28 9:21 AM																CA	British Columbia				Okanagan-Similkameen, BC, Canada												49.4889991175	-119.6225508995	EPSG:4326	150																																		265154485				Catherine		2022-05-30T03:44:30Z				42051								Canis latrans								Animalia	Chordata	Mammalia	Carnivora	Canidae		Canis							species							
